SurveyCode,Year,Survey,SurveyRep,SampleDate,StationNZ,EZStation,DWRStationNo,Core,Region,Time,TowDuration,Depth,Secchi,Chl_a,Temperature,ECSurfacePreTow,ECBottomPreTow,Volume,AmphipodCode,A_aspera,A_hwanhaiensis,A_macropsis,D_holmquistae,H_longirostris,N_kadiakensis,N_mercedis,Unidentified_mysid,Mysid_Total,A_spinicorne,A_stimpsoni,A_abdita,Ampithoe_sp,Caprelidae_sp,C_alienense,Crangonyx_sp,G_daiberi,G_japonica,Hyalella_sp,Monocorophium_sp,Oedicerotidae_sp,Pleustidae,Unidentified_Amphipod,Unidentified_Corophium,Unidentified_Gammarus,Amphipod_Total
19720101,1972,1,1,1/12/1972,NZ022,NA,NA,0,SuiBay,,10,,55,,6.6,12096,,36.67,,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.00,1.55,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/12/1972,NZ024,NA,NA,0,SuiBay,,10,,48,,6.4,9720,,39.69,,0.00,0.00,0.00,0.00,0.00,0.00,4.21,0.00,4.21,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/12/1972,NZ028,NA,D7,1,SuiBay,,10,,42,,6.2,5400,,65.96,,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/12/1972,NZ030,NA,NA,0,SuiBay,,10,,33,,6.1,5130,,44.04,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/12/1972,NZ032,NA,NZ032,1,SuiMar,,10,,20,,5.8,2440,,44.60,,0.00,0.00,0.00,0.00,0.00,0.00,15.25,0.00,15.25,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/12/1972,NZ036,NA,NA,0,SuiBay,,10,,42,,6.4,5832,,44.42,,0.00,0.00,0.00,0.00,0.00,0.00,2.16,0.00,2.16,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/12/1972,NZ038,NA,NA,0,SuiBay,,10,,48,,6.4,4968,,37.42,,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.00,1.15,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/12/1972,NZ040,NA,NA,0,SuiBay,,10,,48,,6.4,1976,,44.42,,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.65,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ033,NA,NA,0,SuiMar,,10,,28,,5.7,2398,,39.31,,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.00,2.42,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ034,NA,NA,0,SuiMar,,10,,48,,6.6,400,,40.82,,0.00,0.00,0.00,0.00,0.00,0.00,8.21,0.00,8.21,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ042,NA,NA,1,SuiBay,,10,,55,,6.4,14580,,43.47,,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,1.89,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ044,NA,NA,0,SuiBay,,10,,58,,6.3,9369,,47.44,,0.00,0.00,0.00,0.00,0.00,0.00,6.91,0.00,6.91,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ046,NA,NA,0,SuiBay,,10,,60,,6.3,8478,,40.82,,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.00,5.41,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ048,NA,D8,1,SuiBay,,10,,56,,6.4,7884,,41.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.71,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ050,NA,NA,0,SuiBay,,10,,55,,6.6,6966,,37.42,,0.00,0.00,0.00,0.00,0.00,0.00,2.08,0.00,2.08,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ052,NA,NA,0,SuiBay,,10,,54,,6,1426,,38.93,,0.00,0.00,0.00,0.00,0.00,0.00,4.91,0.00,4.91,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ054,NA,D10,1,SuiBay,,10,,54,,6.2,1447,,28.73,,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.00,1.84,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ056,NA,NA,0,WestDel,,10,,56,,6.2,1372,,41.20,,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.00,1.24,,,,,,,,,,,,,,,,,
19720101,1972,1,1,1/13/1972,NZ058,NA,NA,0,WestDel,,10,,55,,6.3,1253,,39.88,,0.00,0.00,0.00,0.00,0.00,0.00,2.28,0.00,2.28,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ078,NA,NA,0,SJR,,10,,48,,7.2,209,,54.43,,0.00,0.00,0.00,0.00,0.00,0.00,10.95,0.00,10.95,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ082,NA,NA,0,SJR,,10,,51,,6.9,190,,59.63,,0.00,0.00,0.00,0.00,0.00,0.00,2.58,0.00,2.58,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ084,NA,NA,0,SJR,,10,,50,,7,188,,46.49,,0.00,0.00,0.00,0.00,0.00,0.00,3.94,0.00,3.94,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ086,NA,D26,1,SJR,,10,,51,,10.1,196,,42.34,,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ088,NA,NA,0,SJR,,10,,46,,10.3,341,,53.77,,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.00,1.77,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ090,NA,NA,0,EastDel,,10,,47,,10.7,626,,49.90,,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.86,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ092,NA,P8,1,EastDel,,10,,32,,11.7,600,,50.18,,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,1.89,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZ098,NA,NA,0,SoDel,,10,,38,,11.4,540,,44.76,,0.00,0.00,0.00,0.00,0.00,0.00,2.41,0.00,2.41,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/8/1972,NZD28,NA,D28A,1,SoDel,,10,,39,,11.4,385,,50.27,,0.00,0.00,0.00,0.00,0.00,0.00,6.13,0.00,6.13,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZ060,NA,D4,1,WestDel,,10,,50,,8,275,,48.57,,0.00,0.00,0.00,0.00,0.00,0.00,5.19,0.00,5.19,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZ062,NA,NA,0,WestDel,,10,,50,,7.6,164,,47.06,,0.00,0.00,0.00,0.00,0.00,0.00,5.18,0.00,5.18,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZ064,NA,D22,1,SacR,,10,,56,,7.6,164,,48.86,,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.00,2.31,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZ068,NA,NZ068,0,SacR,,10,,54,,8.1,158,,50.27,,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,1.89,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZ076,NA,NA,0,SJR,,10,,48,,8.1,231,,52.73,,0.00,0.00,0.00,0.00,0.00,0.00,4.51,0.00,4.51,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZ080,NA,NA,1,SJR,,10,,49,,7.2,198,,50.27,,0.00,0.00,0.00,0.00,0.00,0.00,3.38,0.00,3.38,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZ104,NA,NA,0,SJR,,10,,46,,7.6,220,,53.49,,0.00,0.00,0.00,0.00,0.00,0.00,8.15,0.00,8.15,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZD11,NA,NA,0,WestDel,,10,,48,,8.9,220,,50.56,,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZD14,NA,NA,0,SJR,,10,,47,,8.3,242,,55.38,,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZD15,NA,NA,0,SJR,,10,,47,,7.2,200,,57.74,,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,1.56,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/9/1972,NZD19,NA,D19,0,SoDel,,10,,45,,10.7,258,,61.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/10/1972,NZ020,NA,NA,0,SuiBay,,10,,60,,8.1,11440,,55.38,,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/10/1972,NZ022,NA,NA,0,SuiBay,,10,,60,,8.2,12980,,57.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/10/1972,NZ024,NA,NA,0,SuiBay,,10,,55,,8.2,8800,,54.05,,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/10/1972,NZ028,NA,D7,1,SuiBay,,10,,44,,8.3,3960,,43.47,,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.97,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/10/1972,NZ030,NA,NA,0,SuiBay,,10,,50,,8.7,5775,,53.68,,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/10/1972,NZ032,NA,NZ032,1,SuiMar,,10,,21,,8.6,2200,,56.70,,0.00,0.00,0.00,0.00,0.00,0.00,5.66,0.00,5.66,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/11/1972,NZ042,NA,NA,1,SuiBay,,10,,60,,8.6,11990,,54.43,,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,1.30,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/11/1972,NZ044,NA,NA,0,SuiBay,,10,,60,,8.3,9240,,54.43,,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.00,3.29,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/11/1972,NZ046,NA,NA,0,SuiBay,,10,,58,,8.3,5500,,45.36,,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/11/1972,NZ048,NA,D8,1,SuiBay,,10,,58,,8.2,4510,,43.85,,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,1.76,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ033,NA,NA,0,SuiMar,,10,,18,,9.7,1980,,44.98,,0.00,0.00,0.00,0.00,0.00,0.00,8.27,0.00,8.27,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ034,NA,NA,0,SuiMar,,10,,38,,9.2,201,,52.07,,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.00,1.84,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ036,NA,NA,0,SuiBay,,10,,40,,8.3,1320,,51.03,,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.00,1.12,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ038,NA,NA,0,SuiBay,,10,,46,,8.3,935,,58.40,,0.00,0.00,0.00,0.00,0.00,0.00,5.89,0.00,5.89,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ040,NA,NA,0,SuiBay,,10,,44,,8.4,506,,40.64,,0.00,0.00,0.00,0.00,0.00,0.00,3.72,0.00,3.72,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ050,NA,NA,0,SuiBay,,10,,40,,8.7,4510,,46.87,,0.00,0.00,0.00,0.00,0.00,0.00,4.78,0.00,4.78,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ052,NA,NA,0,SuiBay,,10,,50,,8.6,336,,30.62,,0.00,0.00,0.00,0.00,0.00,0.00,17.24,0.00,17.24,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ054,NA,D10,1,SuiBay,,10,,44,,9,352,,29.30,,0.00,0.00,0.00,0.00,0.00,0.00,10.58,0.00,10.58,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ056,NA,NA,0,WestDel,,10,,44,,8.6,314,,21.17,,0.00,0.00,0.00,0.00,0.00,0.00,5.20,0.00,5.20,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ058,NA,NA,0,WestDel,,10,,45,,9.2,280,,47.06,,0.00,0.00,0.00,0.00,0.00,0.00,3.68,0.00,3.68,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ066,NA,NA,0,SacR,,10,,52,,7.8,164,,46.87,,0.00,0.00,0.00,0.00,0.00,0.00,8.19,0.00,8.19,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ072,NA,NA,0,SJR,,10,,46,,9.2,336,,18.14,,0.00,0.00,0.00,0.00,0.00,0.00,8.21,0.00,8.21,,,,,,,,,,,,,,,,,
19720201,1972,2,1,2/14/1972,NZ074,NA,D12,1,SJR,,10,,48,,9.4,248,,18.33,,0.00,0.00,0.00,0.00,0.00,0.00,16.15,0.00,16.15,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ078,NA,NA,0,SJR,,10,,48,,15,204,,66.53,,0.00,0.00,0.00,0.00,0.00,0.00,8.54,0.00,8.54,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ080,NA,NA,1,SJR,,10,,50,,14.6,192,,70.97,,0.00,0.00,0.00,0.00,0.00,0.00,3.09,0.00,3.09,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ082,NA,NA,0,SJR,,10,,44,,14.3,166,,64.73,,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,1.76,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ084,NA,NA,0,SJR,,10,,42,,13.7,159,,69.74,,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.65,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ086,NA,D26,1,SJR,,10,,42,,13.7,143,,77.30,,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ088,NA,NA,0,SJR,,10,,40,,14.3,154,,65.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ090,NA,NA,0,EastDel,,10,,40,,15.1,227,,74.84,,0.00,0.00,0.00,0.00,0.00,0.00,3.46,0.00,3.46,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ092,NA,P8,1,EastDel,,10,,46,,16.3,565,,72.77,,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,1.35,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ098,NA,NA,0,SoDel,,10,,40,,15,253,,72.39,,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.00,1.46,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZ104,NA,NA,0,SJR,,10,,40,,14.9,179,,63.79,,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,1.49,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZD15,NA,NA,0,SJR,,10,,50,,14.9,203,,67.28,,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.00,2.02,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZD19,NA,D19,0,SoDel,,10,,42,,15,177,,74.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/9/1972,NZD28,NA,D28A,1,SoDel,,10,,34,,14.9,189,,62.75,,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.00,3.28,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ060,NA,D4,1,WestDel,,10,,27,,15.5,161,,65.02,,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,1.18,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ062,NA,NA,0,WestDel,,10,,26,,13.3,140,,57.78,,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,1.56,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ064,NA,D22,1,SacR,,10,,23,,13.6,117,,72.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ066,NA,NA,0,SacR,,10,,29,,14.5,125,,69.17,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ068,NA,NZ068,0,SacR,,10,,24,,13,122,,69.36,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ072,NA,NA,0,SJR,,10,,26,,14.7,154,,32.70,,0.00,0.00,0.00,0.00,0.00,0.00,10.15,0.00,10.15,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ074,NA,D12,1,SJR,,10,,37,,15.2,179,,65.02,,0.00,0.00,0.00,0.00,0.00,0.00,3.66,0.00,3.66,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZ076,NA,NA,0,SJR,,10,,37,,14.6,186,,32.13,,0.00,0.00,0.00,0.00,0.00,0.00,4.20,0.00,4.20,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZD11,NA,NA,0,WestDel,,10,,26,,16.3,155,,65.02,,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/10/1972,NZD14,NA,NA,0,SJR,,10,,42,,15,200,,49.52,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ020,NA,NA,0,SuiBay,,10,,36,,14.9,10296,,75.03,,0.00,0.00,0.00,0.00,0.00,0.00,7.36,0.00,7.36,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ022,NA,NA,0,SuiBay,,10,,25,,15,6213,,75.03,,0.00,0.00,0.00,0.00,0.00,0.00,5.49,0.00,5.49,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ024,NA,NA,0,SuiBay,,10,,23,,15,5382,,59.54,,0.00,0.00,0.00,0.00,0.00,0.00,4.54,0.00,4.54,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ028,NA,D7,1,SuiBay,,10,,23,,15,2387,,67.85,,0.00,0.00,0.00,0.00,0.00,0.00,1.93,0.00,1.93,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ030,NA,NA,0,SuiBay,,10,,19,,15,2068,,62.75,,0.00,0.00,0.00,0.00,0.00,0.00,8.22,0.00,8.22,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ032,NA,NZ032,1,SuiMar,,10,,16,,15.6,1616,,72.39,,0.00,0.00,0.00,0.00,0.00,0.00,7.52,0.00,7.52,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ036,NA,NA,0,SuiBay,,10,,20,,15.2,1518,,55.76,,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,1.45,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ038,NA,NA,0,SuiBay,,10,,22,,15.1,1276,,63.88,,0.00,0.00,0.00,0.00,0.00,0.00,1.47,0.00,1.47,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/13/1972,NZ040,NA,NA,0,SuiBay,,10,,22,,14.8,518,,63.88,,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,1.96,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/14/1972,NZ033,NA,NA,0,SuiMar,,10,,17,,16.6,1752,,67.66,,0.00,0.00,0.00,0.00,0.00,0.00,8.22,0.00,8.22,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/14/1972,NZ034,NA,NA,0,SuiMar,,10,,21,,15,252,,68.61,,0.00,0.00,0.00,0.00,0.00,0.00,3.53,0.00,3.53,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/14/1972,NZ042,NA,NA,1,SuiBay,,10,,30,,15.3,5674,,82.03,,0.00,0.00,0.00,0.00,0.00,0.00,5.61,0.00,5.61,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/14/1972,NZ044,NA,NA,0,SuiBay,,10,,22,,15,3861,,72.95,,0.00,0.00,0.00,0.00,0.00,0.00,5.98,0.00,5.98,,,,,,,,,,,,,,,,,
19720301,1972,3,1,3/14/1972,NZ046,NA,NA,0,SuiBay,,10,,23,,15,2574,,61.24,,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.00,6.99,,,,,,,,,,,,,,,,,
